name,price,location,rating,sold,details_link
"Laptop Xiaomi RedmiBook 15 Core i3 1115G4 8GB 256GB 15.6"" FHD",Rp4.799.000,Jakarta Pusat,4.9,Terjual 500+,https://www.tokopedia.com/agusidstoreapple/laptop-xiaomi-redmibook-15-core-i3-1115g4-8gb-256gb-15-6-fhd-non-bundling?extParam=ivf%3Dfalse%26src%3Dsearch
ASUS VIVOBOOK PRO 14X OLED M3400QA | RYZEN 7 5800H 16GB 512SSD W11+OHS,Rp9.934.999,Jakarta Utara,4.9,Terjual 250+,https://www.tokopedia.com/amd-id/asus-vivobook-pro-14x-oled-m3400qa-ryzen-7-5800h-16gb-512ssd-w11-ohs-solar-silver?extParam=ivf%3Dfalse%26src%3Dsearch
Apple Macbook Air 2020 M1 Chip 13 inch 512GB Touch ID Grey Silver Gold,Rp13.705.000,Jakarta Pusat,4.9,Terjual 1 rb+,https://www.tokopedia.com/studioponsel/apple-macbook-air-2020-m1-chip-13-inch-512gb-touch-id-grey-silver-gold-inter-256gb-gold?extParam=ivf%3Dfalse%26src%3Dsearch
"ASUS VIVOBOOK A416JA I3-1005G1 4GB 256GB 14"" FHD W10 KB BACKLIT OHS",Rp5.719.000,Jakarta Pusat,4.9,Terjual 1 rb+,https://www.tokopedia.com/collinsofficial/asus-vivobook-a416ja-i3-1005g1-4gb-256gb-14-fhd-w10-kb-backlit-ohs-14-fhd?extParam=ivf%3Dfalse%26src%3Dsearch
Asus vivobook A416JAO FHD322 i3 1005G1 4GB 256ssd W10+OHS 14FHD,Rp5.814.999,Jakarta Utara,5.0,Terjual 500+,https://www.tokopedia.com/gateway/asus-vivobook-a416jao-fhd322-i3-1005g1-4gb-256ssd-w10-ohs-14fhd-ram-8gb?extParam=ivf%3Dfalse%26src%3Dsearch
ULTRABOOK DELL 7390 i7-8650u/ 16GB RAM / SSD 512GB /THUNDERBOLT/IPS,Rp4.850.000,Kab. Bogor,4.7,Terjual 18,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_ypHsKOopehbm-xgVY789CBUsthbm-FQRo2PcB5QiUEoiFiPcBWgZUEH_yRo_jOHprhoiFiyRCsUsthHpnFbm-xgVYpyfYagZUEosyhbsKRHAH7o_1hHsHa6AKDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_Sj78JNJZ_z6ucod_jz-oJN1yRx6zJB2_JoGqMzUZMgsHBgtyfO6Q7BkQfBvepeO_7zSH7Nk19P6zVJO_jzooJO2Z9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9P-q9P2yM7NPujau3Bvq1Bd_BPqQJN91Mx68_n7_jPz8Jh11_z6qjV73uzmqBB2HAooz7uR_32tq1da__VqzJO2_JoGPMoWQcNxupuM3jP3POKaQcW-qMY2_1o-r7BW69BxufzFyMFNPfoW63Wju7dF3A-Dq7BkQfBoe7BpZ37N83V9gICiQABEy1rNPOKaQcW-qMY2_1o-r7BXzsVq3JtO3AoZqVtp_3Bvq12p__Jd8jY1gpCMZIxp_3OdPMep8AxizJgpysoj6cgIPRBy8j77_jzZ6cgU_sCi3IKd3_--q1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-8jNkqRuvzJVR_1zzHJNEypoouVVR_92oq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-H1NJu9uvuVVN_32V8jNJ19Bo8MHF_OoG6ZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUj-UP3BjQ_o_qVJRrj2NQcYiPjBBu9Hf_AzhZ7tfr3OxQAoSPf2gu1O5PcWCuMH7ZSzg__-B_OPhy7thz9uJoMNue34f8jhUqf-Z8SBAg7-FH7YwPMYpuVCCeu--ZsVs8JugZ7ORHOtOZRu3QcPC3u-XPf-krfzf3_uSg9zcofoJUiFiy3hSUstirRzW9fFp9fFa9fFhUiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pUNoaFp6Ae7bAHN6AzPbm-X9foxQMz2gcV7guYxgIHi6sJN6mFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sJpoAHpbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6Ae7UiFioAnF6mUDUsHN6AUibmUp6_KfUiFiHpjdomUDUsHN6Aji9ZFirI-2yfuwyMBjUsthHpnFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sJhoAeXop176_JpoAnN6ArOomFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdRHsjOop1RopJ7HA17oAy7we?dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Farispeedcomp%2Fultrabook-dell-7390-i7-8650u-16gb-ram-ssd-512gb-thunderbolt-ips-8gb-128gb-ssd%3FextParam%3Divf%253Dfalse%26src%3Dtopads&page=1&t=desktop&src=search&is_search=1&keywords=laptop&ob=23&management_type=1
"Apple MacBook Air M2 Chip 2022 13"" 256GB / 512GB Midnight, Silver",Rp16.999.000,Jakarta Pusat,4.9,Terjual 100+,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_yFH_rFoseFbm-xgVY789CBUsthbm-FQRo2PcB5QiUEoaFiPcBWgZUEH_yRo_jOHprhoiFiyRCsUstho_nFbm-xgVYpyfYagZUEosUpbsHOosnfo_1poAeOHsHDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_9j7HjN1gpVo8Bjh_7zu8jNku_z6uJ7FZ3BRqujp1SByH7ND3uxGqMVAZ_g-qMWO_7zuo1O1u_CvuJjO_BzsH7NJ3_C-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ32VHu2Wu_Vqz71p_VzSHV2Jz9z6zcra_1HhqJOI_MBHucoR3uzC81YIZ_og8Bg0_9B-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8BxE__uvzJtdgjPR83-I6_oMZIxp_uPdPMep8AxizJ2M_92SHJNU8AxsHO-7gjxdqBB2Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBk__Co8_e7_1z0HjOkyRx6zJJh_BzVq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-H1O119uoucoE_S20o1Okyp-6qjj7_MBG6ZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUj-UP3BjQ_o_qVJRrj2NQcYiPjBBu9Hf_AzhZ7tfr3OxQAoSPf2gu1O5PcWCuMH7ZSzg__-B_OPhy7thz9uJoMNue34f8jhUqf-Z8SBAg7-FH7YwPMYpuVCCeu--ZsVs8JugZ7ORHOtOZRu3QcPC3u-XPf-krfzf3_uSg9zcofoJUiFiy3hSUstirRzW9fFp9fFa9fFhUiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pUNoaFp6Ae7bAHN6A-Pbm-X9foxQMz2gcV7guYxgIHi6sJN6mFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sJ7Hp1Rbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6Ae7UiFioAnF6mUDUsHN6AUibmUp6_KfUiFiHpjdomUDUsHN6Aji9ZFirI-2yfuwyMBjUstho_nFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sJhH_rXHpUOoprRop1fosypoZFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdR6_U7Hp1dopjdHAUdHAKNwe?dv=desktop&keywords=laptop&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Ftokohapedia%2Fapple-macbook-air-m2-chip-2022-13-256gb-512gb-midnight-silver-japan-set-256-silver%3FextParam%3Divf%253Dfalse%26src%3Dtopads&page=1&ob=23&is_search=1&management_type=1&src=search
Dell Latitude E7270 | Dell 7280 | Dell 7290 Core i5 / Core i7 | Sale,Rp2.700.000,Jakarta Pusat,5.0,Terjual 30+,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_rR6_URop1Nbm-xgVY789CBUsthbm-FQRo2PcB5QiUE6mFiPcBWgZUEH_yRo_jOHprhoiFiyRCsUstho_nFbm-xgVYpyfYagZUEosUabsrhopHN6_epoAnRHAHDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_uH78JOE_9x6zVJF_S2uo1Oke_-ve7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z_VHqMWE_M2CH7OEe_VvuJ7a_1zs8jB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qj1h3MOuHu2Iz_oHucrF3jzVPJNJgp-oepVt_1P6q1h1yRPguJVN_7P-HOBEuMWo81BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PE3I2oo1YJZsxMzRPNyjrNHfgU8IoouRxfgAod6c-JZMgo8MrF_jxd6cHp1SzMZIxk33B-r7BX_M2iH72D3A-G83UpgI2q17jfZ32oHjOAoAz68B1F_Oz-81NEz_u6zcWd_MB-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32u8JONoA-6zVjO_OzsP7OEe_o6uVJ7Z3dFvZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUj-UP3BjQ_o_qVJRrj2NQcYiPjBBu9Hf_AzhZ7tfr3OxQAoSPf2gu1O5PcWCuMH7ZSzg__-B_OPhy7thz9uJoMNue34f8jhUqf-Z8SBAg7-FH7YwPMYpuVCCeu--ZsVs8JugZ7ORHOtOZRu3QcPC3u-XPf-krfzf3_uSg9zcofoJUiFiy3hSUstirRzW9fFp9fFa9fFhUiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pUNoaFp6Ae7bAHN6A-Pbm-X9foxQMz2gcV7guYxgIHi6sJN6mFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sJdosjDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHdoAeibmU7HAndUiFiHpjdHiUDUsHN6AyibmUp6_K7UiFiHpjd6Z-Pbm-FrMBsguYiq3ei6sJOHAnDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEH_JFHmdhHAyp6AJhH_r7oprabm-hP3ua8uYag3hay3N09RosQR-BUstFbsrfosyaHsJN6AHho_ehopoY?keywords=laptop&src=search&ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Fdnacom14%2Fdell-latitude-e7270-dell-7280-dell-7290-core-i5-core-i7-sale-e7270-i5-gen-6-8gb-ssd-128gb%3FextParam%3Divf%253Dfalse%26src%3Dtopads&is_search=1&page=1&t=desktop&dv=desktop&management_type=1
"ACER ASPIRE 3 A314-35 QUADCORE N5100 4GB 256GB INTEL UHD 14"" OHS W10",Rp4.189.000,Jakarta Pusat,4.9,Terjual 750+,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6_raH_KRoA1DUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstNbm-7q3OBUsthosrO6_1popJfbm-srcHi6sJFHAnDUMVj9RosQR-BUstO6_KX6_1p6AURosrfoAyOHaFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z_CHqjJ7_uzg8jOk3_Vo8jJa_uz-81N_Z9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9P-q9P2yM7NPujau3Bvq1Bd_BPqQJN91Mx68_n7_jPz8Jh11_z6qjV73uzmqBB2HAooz7uR_32tq1da__VqzJO2_JoGPMoWQcNxupuM3jP3POKaQcW-qMY2_1o-r7BW69BxufzFyMFNPfoW63Wju7dF3A-Dq7BkQfBoe7BpZ37N83V9gICiQABEy1rNPOKaQcW-qMY2_1o-r7BXzsVq3JtO3AoZqVtp_3Bvq12p__Jd8jY1gRBMZIxp_3OdPMep8AxizJgpysoj6cgIPRBy8j77_jzZ6cgU_sCi3IKd3_--q1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-8jOkyRuo8jjO_uzSHjOJu9xvuJJF_32oq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-HJY119uozVJh_M2sP7O1qpVvuVBE_uzsq3gzv_7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-mZIu2gc7p1fxzoR-G83h5ySg-guupojF7r1WGoSVWy3FpgRPk3uuoQRz0eugsoJ27317ag1Y9r3oGH1uOzAgXu1V5oS2HZcWi1S2NefPmrAov9Rg5rOzee1VZZ1thyRxV31WoPpoqo1WOuMhSeuBZQSPiqSojPBjOgfu7zsPszmUDUMVDgaUEUSo7QuYDHOYDHBYDHZUDUMNOQ3-BrBY5gBYxgIHi6sUFbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Ka9ZFiQBYsy3Njq3zxPcuwy3zpUsth6_KDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUst7HAjNbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6Ae7UiFioAnF6mUDUsHN6AUibmUp6_KfUiFiHpjdomUDUsHN6Aji9ZFirI-2yfuwyMBjUsthHAnFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sJF6_rX6_rRoAHh6Ayd6_yfoZFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmddHpHho_KRH_jfoAHOHAyfwe?t=desktop&src=search&keywords=laptop&ob=23&is_search=1&page=1&dv=desktop&management_type=2&r=https%3A%2F%2Fwww.tokopedia.com%2Fprotechcom%2Facer-aspire-3-a314-35-quadcore-n5100-4gb-256gb-intel-uhd-14-ohs-w10-14-hd%3FextParam%3Divf%253Dfalse%26src%3Dtopads
MacBook pro 2017 Core i5 2.3GHz 13 inch 16GB SSD 256GB | garansi,Rp8.000.000,Tangerang,5.0,Terjual 30+,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_yfH_nfHsrRbm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_nDUSz2Q31i6sJfop1No_HRH_yDUMoFyaUEopnFbm-xgVYpyfYagZUEo_KpbsyF6Ayf6AUOoAUa6ArDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_jH781Y11_C68Mrh_32sHjOJyR26qjB2_JoGqMzUZMgsHBgtyfO6Q7BkQfBvepzd_M2go1NkqRx6zcoR_1zuHJNJ13BHe72a3BxDHfUpZMWyH7NkysoGQJBkQfBoe7BpZ37OPM-W_Mh-qMY2_uz3Qu21uMWguco7_7zZq7O_HACvzVBR_VPVPOjaZ9z68j-t_1z-oVBkgc26uOVEZ3BRq3UpZSCqHMhO3A-ZQcoc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMoUZSgqZVgkgJyNrV2AZ_g-qjV2_JoGPMoWQcNxupuMyp-tPMoc69Cqe7jfZ32Cq1hAZSxjuOgNguyNHVB9gI2-qMY2yjz6gjOEqpzoQSKdyjzGrfUpgAxMzRPdyjrNHfgU8IooQAxE_7zzHcgU8I2jzpJdgjP6q1B2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1OEZ_-HqMWR_7zzo1NJe_z6zJuE_Oo-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32zoJO_oI2vzcPN_BzV8JNEu9x6zco2gBJYvZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUj-UP3BjQ_o_qVJRrj2NQcYiPjBBu9Hf_AzhZ7tfr3OxQAoSPf2gu1O5PcWCuMH7ZSzg__-B_OPhy7thz9uJoMNue34f8jhUqf-Z8SBAg7-FH7YwPMYpuVCCeu--ZsVs8JugZ7ORHOtOZRu3QcPC3u-XPf-krfzf3_uSg9zcofoJUiFiy3hSUstirRzW9fFp9fFa9fFhUiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pUNoaFp6Ae7bAHN6A-Pbm-X9foxQMz2gcV7guYxgIHi6sJN6mFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sURHAeDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHdoAeibmU7HAndUiFiHpjdHiUDUsHN6AyibmUp6_K7UiFiHpjd6Z-Pbm-FrMBsguYiq3ei6srFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUsthHAe7bsHOo_rpo_Kd6A1poAeDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXopKNoArNoArNoAKhosJaoR7?page=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fracerworldtech%2Fmacbook-pro-2017-core-i5-2-3ghz-13-inch-16gb-ssd-256gb-garansi-8gb-128gb%3FextParam%3Divf%253Dfalse%26src%3Dtopads&keywords=laptop&dv=desktop&src=search&is_search=1&t=desktop&ob=23&management_type=1
"MacBook Pro 2022 M2 Chip 13"" Inch 512GB 256GB RAM 8GB Grey Silver IBOX",Rp18.945.000,Jakarta Pusat,4.9,Terjual 500+,https://www.tokopedia.com/studioponsel/macbook-pro-2022-m2-chip-13-inch-512gb-256gb-ram-8gb-grey-silver-ibox-256gb-inter-silver?extParam=ivf%3Dfalse%26src%3Dsearch
"LAPTOP INFINIX INBOOK X2 i7-1065G7 8G 512G INTEL IRIS PLUS 14"" FHD W11",Rp7.699.000,Jakarta Pusat,5.0,Terjual 100+,https://www.tokopedia.com/collinsofficial/laptop-infinix-inbook-x2-i7-1065g7-8g-512g-intel-iris-plus-14-fhd-w11?extParam=ivf%3Dfalse%26src%3Dsearch
ASUS M415DAO VIPS352 Ryzen 3 3250 8GB 512ssd Vega3 W10+OHS 14.0FHD IPS,Rp6.014.999,Jakarta Utara,4.9,Terjual 750+,https://www.tokopedia.com/toptech/asus-m415dao-vips352-ryzen-3-3250-8gb-512ssd-vega3-w10-ohs-14-0fhd-ips-8-512-fhd-gry?extParam=ivf%3Dfalse%26src%3Dsearch
ASUS A416MAO VIPS421 N4020 4GB 256SSD W11+OHS 14.0 FHD IPS,Rp4.239.000,Jakarta Utara,5.0,Terjual 80+,https://www.tokopedia.com/royalltech/asus-a416mao-vips421-n4020-4gb-256ssd-w11-ohs-14-0-fhd-ips-silver?extParam=ivf%3Dfalse%26src%3Dsearch
ASUS TUF GAMING F15 FX506LH - i5 10300 8GB 512ssd GTX1650 4GB W10,Rp9.629.000,Jakarta Utara,5.0,Terjual 250+,https://www.tokopedia.com/toptech/asus-tuf-gaming-f15-fx506lh-i5-10300-8gb-512ssd-gtx1650-4gb-w10-ram-8gb?extParam=ivf%3Dfalse%26src%3Dsearch
ASUS A416JAO FHD326 I3 1005G1 4GB 256SSD W11+OHS 14.0FHD,Rp5.474.999,Jakarta Utara,4.9,Terjual 250+,https://www.tokopedia.com/alienwareofficial/asus-a416jao-fhd326-i3-1005g1-4gb-256ssd-w11-ohs-14-0fhd-grey-fhd-327?extParam=ivf%3Dfalse%26src%3Dsearch
"MSI Modern 14 C11M i3-1115G4 UHD Graphics 14"" FHD IPS-Level Thin Bezel",Rp6.709.999,Jakarta Pusat,5.0,Terjual 100+,https://www.tokopedia.com/msi-official/msi-modern-14-c11m-i3-1115g4-uhd-graphics-14-fhd-ips-level-thin-bezel-ssd-512gb-black?extParam=ivf%3Dfalse%26src%3Dsearch
"ACER ASPIRE 5 SLIM A514 54G - MX350 I3 1115G4 12GB 512SSD 14"" W11+OHS",Rp6.749.000,Jakarta Utara,5.0,Terjual 100+,https://www.tokopedia.com/intelstore-id/acer-aspire-5-slim-a514-54g-mx350-i3-1115g4-12gb-512ssd-14-w11-ohs-non-bundle-8-gb?extParam=ivf%3Dfalse%26src%3Dsearch
"LENOVO IDEAPAD SLIM 1 14 RYZEN 3 7320U 8GB 256SSD W11+OHS 14""FHD -3HID",Rp6.432.000,Jakarta Utara,5.0,Terjual 250+,https://www.tokopedia.com/amd-id/lenovo-ideapad-slim-1-14-ryzen-3-7320u-8gb-256ssd-w11-ohs-14-fhd-3hid-cloud-grey?extParam=ivf%3Dfalse%26src%3Dsearch
"LAPTOP ASUS E210MA INTEL N4020 DDR4 4GB 256GB INTEL UHD 11.6"" W10 OHS",Rp3.919.000,Jakarta Pusat,4.9,Terjual 500+,https://www.tokopedia.com/collinsofficial/laptop-asus-e210ma-intel-n4020-ddr4-4gb-256gb-intel-uhd-11-6-w10-ohs?extParam=ivf%3Dfalse%26src%3Dsearch
"LENOVO V14 G2 ITL i5-1135G7 8GB 512GB SSD MX350 2GB 14"" OHS W10 RESMI",Rp9.149.000,Jakarta Pusat,5.0,Terjual 5,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_rOoAJOHsydbm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_JDUSz2Q31i6sJfop1No_HRH_yDUMoFyaUEH_nFHmFiy3zwrfo5rM1i6s1f6mdNH_j7HsjaHAUfH_nfbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-Hjhkz9BoqBJF_7z0H7Y1u_uoucPE_MB-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7B2PfBiQ_BO3_-uq1Y2Z9x6uO2D_BPZqJNNHAz6zOVd_VzzoJNke9zguJ-k33jFH7OIz9PoqMx2_s-oHu2J_3BHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZSooH_xE_OzS83gU8IooQ9xfgAod6c-JzSoiHfedgjPR8uxE__z6zVUdgjx6Hc-y8AxgHjB2_JoG8Bja69BqusB2yf7NHfHau3Bvq1BE_1zSP1OEz926zJjF_uzz8JNE19P617BpZ3N6qMUpZMhyH7ND3uxGqMVAZ_g-qBJa_OH781NEz_z6qBjh_jzzoJOEu_C6q1tNUiFiP9oBrBY2gmUEUsnibm-pg9opq3YX9fBjUstiejxOq3zWHOot1_PaZSBDQf-fZ3uurpgHoIVbZsghQ3VDHfPRqBBu_3Y7q7V3ypzGPVBoHMuvuRVsZsVVP1efQBuCQpgE_Jx0yB-E81oSeSnp_OYfQRo11JVC1jBGH3odzuBb_9rp3subPugDg7Vg1MNRyM2pgIggo3PBPJyRy7eibm-xQcri6i-pPcOwQAowQA-wQAJibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QHsjRbAHdoAeDHpjdHB7DUMNwyfVXgcBjy9zB9fVjraUEH_jdbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHsjfoseDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHdoAeibmU7HAndUiFiHpjdHiUDUsHN6AyibmUp6_K7UiFiHpjd6Z-Pbm-FrMBsguYiq3ei6sJFHAnDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEH_np6ZdRHAKFosnho_URHseDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snX6AURo_JpopJO6_rOo_nhoS7?page=1&dv=desktop&src=search&management_type=2&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fprotechcom%2Flenovo-v14-g2-itl-i5-1135g7-8gb-512gb-ssd-mx350-2gb-14-ohs-w10-resmi-8gb-256gb%3FextParam%3Divf%253Dfalse%26src%3Dtopads&is_search=1&keywords=laptop&ob=23
